H2,L_spine,beta,xA,yA,xP,yP,tA_x,tA_y,nA_x,nA_y,tP_x,tP_y,nP_x,nP_y
0,5,-0.7853981633974483,,,,,,,,,,,,
0,5,-0.6283185307179586,,,,,,,,,,,,
0,5,-0.47123889803846897,,,,,,,,,,,,
0,5,-0.3141592653589793,,,,,,,,,,,,
0,5,-0.15707963267948966,,,,,,,,,,,,
0,5,0.0,,,,,,,,,,,,
0,5,0.15707963267948966,,,,,,,,,,,,
0,5,0.3141592653589793,,,,,,,,,,,,
0,5,0.47123889803846897,,,,,,,,,,,,
0,5,0.6283185307179586,,,,,,,,,,,,
0,5,0.7853981633974483,,,,,,,,,,,,
0,6,-0.7853981633974483,,,,,,,,,,,,
0,6,-0.6283185307179586,,,,,,,,,,,,
0,6,-0.47123889803846897,,,,,,,,,,,,
0,6,-0.3141592653589793,,,,,,,,,,,,
0,6,-0.15707963267948966,,,,,,,,,,,,
0,6,0.0,,,,,,,,,,,,
0,6,0.15707963267948966,,,,,,,,,,,,
0,6,0.3141592653589793,,,,,,,,,,,,
0,6,0.47123889803846897,,,,,,,,,,,,
0,6,0.6283185307179586,,,,,,,,,,,,
0,6,0.7853981633974483,,,,,,,,,,,,
0,7,-0.7853981633974483,,,,,,,,,,,,
0,7,-0.6283185307179586,,,,,,,,,,,,
0,7,-0.47123889803846897,,,,,,,,,,,,
0,7,-0.3141592653589793,,,,,,,,,,,,
0,7,-0.15707963267948966,,,,,,,,,,,,
0,7,0.0,,,,,,,,,,,,
0,7,0.15707963267948966,,,,,,,,,,,,
0,7,0.3141592653589793,,,,,,,,,,,,
0,7,0.47123889803846897,,,,,,,,,,,,
0,7,0.6283185307179586,,,,,,,,,,,,
0,7,0.7853981633974483,,,,,,,,,,,,
0,8,-0.7853981633974483,,,,,,,,,,,,
0,8,-0.6283185307179586,,,,,,,,,,,,
0,8,-0.47123889803846897,,,,,,,,,,,,
0,8,-0.3141592653589793,,,,,,,,,,,,
0,8,-0.15707963267948966,3.8505379717239876,1.0832161964777487,11.75204469648509,2.3346919167995956,-0.2708040491194372,0.9626344929309969,0.9626344929309969,0.2708040491194372,-0.5836729791998989,-0.8119888258787276,-0.8119888258787276,0.5836729791998989
0,8,0.0,3.5,1.9364916731037083,11.5,1.9364916731037083,-0.48412291827592707,0.875,0.875,0.48412291827592707,-0.48412291827592707,-0.875,-0.875,0.48412291827592707
0,8,0.15707963267948966,3.24795530351491,2.3346919167995956,11.149462028276012,1.0832161964777487,-0.5836729791998989,0.8119888258787274,0.8119888258787274,0.5836729791998989,-0.2708040491194372,-0.9626344929309969,-0.9626344929309969,0.2708040491194372
0,8,0.3141592653589793,,,,,,,,,,,,
0,8,0.47123889803846897,,,,,,,,,,,,
0,8,0.6283185307179586,,,,,,,,,,,,
0,8,0.7853981633974483,,,,,,,,,,,,
0,9,-0.7853981633974483,,,,,,,,,,,,
0,9,-0.6283185307179586,,,,,,,,,,,,
0,9,-0.47123889803846897,,,,,,,,,,,,
0,9,-0.3141592653589793,3.982433053606385,0.3744689219993072,12.541941700262766,3.155621871373834,-0.0936172304998268,0.9956082634015962,0.9956082634015964,0.09361723049982681,-0.7889054678434586,-0.6145145749343085,-0.6145145749343085,0.7889054678434586
0,9,-0.15707963267948966,3.6130391975451586,1.7163763448038538,12.5022342629014,3.1242865301659317,-0.42909408620096345,0.9032597993862896,0.9032597993862896,0.42909408620096345,-0.7810716325414832,-0.6244414342746503,-0.6244414342746503,0.7810716325414832
0,9,0.0,3.0,2.6457513110645907,12.0,2.6457513110645907,-0.6614378277661477,0.75,0.75,0.6614378277661477,-0.6614378277661477,-0.75,-0.75,0.6614378277661477
0,9,0.15707963267948966,2.497765737098602,3.1242865301659317,11.386960802454842,1.7163763448038538,-0.7810716325414829,0.6244414342746505,0.6244414342746505,0.7810716325414829,-0.42909408620096356,-0.9032597993862896,-0.9032597993862896,0.42909408620096356
0,9,0.3141592653589793,2.4580582997372344,3.1556218713738335,11.017566946393615,0.3744689219993069,-0.7889054678434585,0.6145145749343087,0.6145145749343087,0.7889054678434585,-0.09361723049982673,-0.9956082634015964,-0.9956082634015964,0.09361723049982673
0,9,0.47123889803846897,,,,,,,,,,,,
0,9,0.6283185307179586,,,,,,,,,,,,
0,9,0.7853981633974483,,,,,,,,,,,,
0,10,-0.7853981633974483,,,,,,,,,,,,
0,10,-0.6283185307179586,,,,,,,,,,,,
0,10,-0.47123889803846897,,,,,,,,,,,,
0,10,-0.3141592653589793,3.954213505425857,0.6034861667907185,13.464778668377392,3.693656110540193,-0.15087154169767966,0.9885533763564643,0.9885533763564643,0.15087154169767966,-0.9234140276350482,-0.3838053329056521,-0.3838053329056521,0.9234140276350482
0,10,-0.15707963267948966,3.429195261198998,2.059276538148856,13.306078667150377,3.6236211885511644,-0.514819134537214,0.8572988152997495,0.8572988152997495,0.514819134537214,-0.9059052971377912,-0.4234803332124058,-0.4234803332124058,0.9059052971377912
0,10,0.0,2.5,3.122498999199199,12.5,3.122498999199199,-0.7806247497997998,0.625,0.625,0.7806247497997998,-0.7806247497997998,-0.625,-0.625,0.7806247497997998
0,10,0.15707963267948966,1.6939213328496243,3.623621188551164,11.570804738801003,2.0592765381488554,-0.9059052971377911,0.42348033321240613,0.42348033321240613,0.9059052971377911,-0.5148191345372141,-0.8572988152997495,-0.8572988152997495,0.5148191345372141
0,10,0.3141592653589793,1.535221331622609,3.6936561105401924,11.045786494574143,0.6034861667907183,-0.9234140276350482,0.38380533290565233,0.3838053329056523,0.9234140276350481,-0.1508715416976796,-0.9885533763564643,-0.9885533763564643,0.1508715416976796
0,10,0.47123889803846897,,,,,,,,,,,,
0,10,0.6283185307179586,,,,,,,,,,,,
0,10,0.7853981633974483,,,,,,,,,,,,
0,11,-0.7853981633974483,,,,,,,,,,,,
0,11,-0.6283185307179586,,,,,,,,,,,,
0,11,-0.47123889803846897,,,,,,,,,,,,
0,11,-0.3141592653589793,3.9607630237154,0.5588884235416248,14.422384702962088,3.9580753616660465,-0.1397221058854062,0.99019075592885,0.99019075592885,0.1397221058854062,-0.9895188404165116,-0.14440382425947806,-0.14440382425947806,0.9895188404165116
0,11,-0.15707963267948966,3.3409673871896732,2.1995310676903403,14.205539133736188,3.92031018313288,-0.5498827669225851,0.8352418467974183,0.8352418467974183,0.5498827669225851,-0.98007754578322,-0.19861521656595293,-0.19861521656595293,0.98007754578322
0,11,0.0,2.0,3.4641016151377544,13.0,3.4641016151377544,-0.8660254037844387,0.5000000000000001,0.5000000000000001,0.8660254037844387,-0.8660254037844387,-0.5000000000000001,-0.5000000000000001,0.8660254037844387
0,11,0.15707963267948966,0.7944608662638112,3.92031018313288,11.659032612810327,2.199531067690341,-0.98007754578322,0.1986152165659528,0.1986152165659528,0.98007754578322,-0.5498827669225852,-0.8352418467974183,-0.8352418467974183,0.5498827669225852
0,11,0.3141592653589793,0.5776152970379136,3.9580753616660465,11.039236976284602,0.5588884235416249,-0.9895188404165116,0.1444038242594784,0.1444038242594784,0.9895188404165116,-0.13972210588540632,-0.99019075592885,-0.99019075592885,0.13972210588540632
0,11,0.47123889803846897,,,,,,,,,,,,
0,11,0.6283185307179586,,,,,,,,,,,,
0,11,0.7853981633974483,,,,,,,,,,,,
0,12,-0.7853981633974483,,,,,,,,,,,,
0,12,-0.6283185307179586,,,,,,,,,,,,
0,12,-0.47123889803846897,,,,,,,,,,,,
0,12,-0.3141592653589793,3.9907823721637525,0.2713964959741584,15.403460567705594,3.979600428473527,-0.0678491239935396,0.9976955930409381,0.9976955930409381,0.0678491239935396,-0.9949001071183817,0.1008651419263984,0.10086514192639841,0.9949001071183818
0,12,-0.15707963267948966,3.3950261712590337,2.1151352903458034,15.247286258400687,3.992348870828574,-0.5287838225864508,0.8487565428147584,0.8487565428147585,0.528783822586451,-0.9980872177071435,0.06182156460017163,0.06182156460017163,0.9980872177071435
0,12,0.0,1.5,3.7080992435478315,13.5,3.7080992435478315,-0.9270248108869579,0.375,0.375,0.9270248108869579,-0.9270248108869579,-0.375,-0.375,0.9270248108869579
0,12,0.15707963267948966,-0.24728625840068763,3.992348870828574,11.604973828740965,2.1151352903458034,-0.9980872177071435,-0.06182156460017191,-0.06182156460017191,0.9980872177071435,-0.5287838225864507,-0.8487565428147585,-0.8487565428147585,0.5287838225864507
0,12,0.3141592653589793,,,,,,,,,,,,
0,12,0.47123889803846897,,,,,,,,,,,,
0,12,0.6283185307179586,,,,,,,,,,,,
0,12,0.7853981633974483,,,,,,,,,,,,
0,13,-0.7853981633974483,,,,,,,,,,,,
0,13,-0.6283185307179586,,,,,,,,,,,,
0,13,-0.47123889803846897,,,,,,,,,,,,
0,13,-0.3141592653589793,,,,,,,,,,,,
0,13,-0.15707963267948966,3.626444047543175,1.687869535846499,16.466392475279967,3.7215175813695005,-0.42196738396162475,0.9066110118857937,0.9066110118857937,0.42196738396162475,-0.9303793953423749,0.36659811881999177,0.36659811881999177,0.9303793953423749
0,13,0.0,1.0,3.872983346207417,14.0,3.872983346207417,-0.9682458365518543,0.25,0.25,0.9682458365518543,-0.9682458365518543,-0.25,-0.25,0.9682458365518543
0,13,0.15707963267948966,-1.4663924752799655,3.7215175813695005,11.373555952456826,1.6878695358464992,-0.9303793953423751,-0.3665981188199914,-0.3665981188199914,0.9303793953423751,-0.42196738396162486,-0.9066110118857936,-0.9066110118857936,0.42196738396162486
0,13,0.3141592653589793,,,,,,,,,,,,
0,13,0.47123889803846897,,,,,,,,,,,,
0,13,0.6283185307179586,,,,,,,,,,,,
0,13,0.7853981633974483,,,,,,,,,,,,
0,14,-0.7853981633974483,,,,,,,,,,,,
0,14,-0.6283185307179586,,,,,,,,,,,,
0,14,-0.47123889803846897,,,,,,,,,,,,
0,14,-0.3141592653589793,,,,,,,,,,,,
0,14,-0.15707963267948966,3.9383788429141657,0.6994083854845309,17.766015611246093,2.889490896047763,-0.17485209637113272,0.9845947107285414,0.9845947107285414,0.17485209637113272,-0.7223727240119407,0.6915039028115233,0.6915039028115233,0.7223727240119407
0,14,0.0,0.5,3.968626966596886,14.5,3.968626966596886,-0.9921567416492215,0.125,0.125,0.9921567416492215,-0.9921567416492215,-0.125,-0.125,0.9921567416492215
0,14,0.15707963267948966,,,,,,,,,,,,
0,14,0.3141592653589793,,,,,,,,,,,,
0,14,0.47123889803846897,,,,,,,,,,,,
0,14,0.6283185307179586,,,,,,,,,,,,
0,14,0.7853981633974483,,,,,,,,,,,,
0,15,-0.7853981633974483,,,,,,,,,,,,
0,15,-0.6283185307179586,,,,,,,,,,,,
0,15,-0.47123889803846897,,,,,,,,,,,,
0,15,-0.3141592653589793,,,,,,,,,,,,
0,15,-0.15707963267948966,,,,,,,,,,,,
0,15,0.0,,,,,,,,,,,,
0,15,0.15707963267948966,,,,,,,,,,,,
0,15,0.3141592653589793,,,,,,,,,,,,
0,15,0.47123889803846897,,,,,,,,,,,,
0,15,0.6283185307179586,,,,,,,,,,,,
0,15,0.7853981633974483,,,,,,,,,,,,
0,16,-0.7853981633974483,,,,,,,,,,,,
0,16,-0.6283185307179586,,,,,,,,,,,,
0,16,-0.47123889803846897,,,,,,,,,,,,
0,16,-0.3141592653589793,,,,,,,,,,,,
0,16,-0.15707963267948966,,,,,,,,,,,,
0,16,0.0,-0.5,3.968626966596886,15.5,3.968626966596886,-0.9921567416492215,-0.125,-0.125,0.9921567416492215,-0.9921567416492215,0.125,0.125,0.9921567416492215
0,16,0.15707963267948966,,,,,,,,,,,,
0,16,0.3141592653589793,,,,,,,,,,,,
0,16,0.47123889803846897,,,,,,,,,,,,
0,16,0.6283185307179586,,,,,,,,,,,,
0,16,0.7853981633974483,,,,,,,,,,,,
0,17,-0.7853981633974483,,,,,,,,,,,,
0,17,-0.6283185307179586,,,,,,,,,,,,
0,17,-0.47123889803846897,,,,,,,,,,,,
0,17,-0.3141592653589793,,,,,,,,,,,,
0,17,-0.15707963267948966,,,,,,,,,,,,
0,17,0.0,-1.0,3.872983346207417,16.0,3.872983346207417,-0.9682458365518543,-0.25,-0.25,0.9682458365518543,-0.9682458365518543,0.25,0.25,0.9682458365518543
0,17,0.15707963267948966,2.144479336384882,3.3765675435000935,18.935181126502226,0.7171816378161688,-0.8441418858750234,0.5361198340962205,0.5361198340962205,0.8441418858750234,-0.17929540945404218,0.9837952816255562,0.9837952816255562,0.17929540945404218
0,17,0.3141592653589793,,,,,,,,,,,,
0,17,0.47123889803846897,,,,,,,,,,,,
0,17,0.6283185307179586,,,,,,,,,,,,
0,17,0.7853981633974483,,,,,,,,,,,,
0,18,-0.7853981633974483,,,,,,,,,,,,
0,18,-0.6283185307179586,,,,,,,,,,,,
0,18,-0.47123889803846897,,,,,,,,,,,,
0,18,-0.3141592653589793,,,,,,,,,,,,
0,18,-0.15707963267948966,,,,,,,,,,,,
0,18,0.0,-1.5,3.7080992435478315,16.5,3.7080992435478315,-0.9270248108869579,-0.375,-0.375,0.9270248108869579,-0.9270248108869579,0.375,0.375,0.9270248108869579
0,18,0.15707963267948966,1.0856460077809613,3.849853600565775,18.864036138493443,1.034033229841619,-0.9624634001414438,0.2714115019452404,0.27141150194524033,0.9624634001414437,-0.2585083074604047,0.9660090346233605,0.9660090346233605,0.2585083074604047
0,18,0.3141592653589793,,,,,,,,,,,,
0,18,0.47123889803846897,,,,,,,,,,,,
0,18,0.6283185307179586,,,,,,,,,,,,
0,18,0.7853981633974483,,,,,,,,,,,,
0,19,-0.7853981633974483,,,,,,,,,,,,
0,19,-0.6283185307179586,,,,,,,,,,,,
0,19,-0.47123889803846897,,,,,,,,,,,,
0,19,-0.3141592653589793,,,,,,,,,,,,
0,19,-0.15707963267948966,-3.8660453149059917,1.026495797893704,14.900033156401626,3.9987506336580907,-0.256623949473426,-0.9665113287264979,-0.9665113287264979,0.256623949473426,-0.9996876584145227,-0.0249917108995934,-0.0249917108995934,0.9996876584145227
0,19,0.0,-2.0,3.4641016151377544,17.0,3.4641016151377544,-0.8660254037844387,-0.5000000000000001,-0.5000000000000001,0.8660254037844387,-0.8660254037844387,0.5000000000000001,0.5000000000000001,0.8660254037844387
0,19,0.15707963267948966,0.09996684359837317,3.9987506336580902,18.866045314905993,1.0264957978937037,-0.9996876584145226,0.024991710899593293,0.024991710899593293,0.9996876584145226,-0.25662394947342587,0.9665113287264979,0.9665113287264979,0.25662394947342587
0,19,0.3141592653589793,,,,,,,,,,,,
0,19,0.47123889803846897,,,,,,,,,,,,
0,19,0.6283185307179586,,,,,,,,,,,,
0,19,0.7853981633974483,,,,,,,,,,,,
0,20,-0.7853981633974483,,,,,,,,,,,,
0,20,-0.6283185307179586,,,,,,,,,,,,
0,20,-0.47123889803846897,,,,,,,,,,,,
0,20,-0.3141592653589793,,,,,,,,,,,,
0,20,-0.15707963267948966,-3.9224225021633914,0.7839653783951687,15.831344309739366,3.912654679199786,-0.19599134459879217,-0.9806056255408478,-0.9806056255408478,0.19599134459879217,-0.9781636697999465,0.20783607743484156,0.20783607743484156,0.9781636697999465
0,20,0.0,-2.5,3.122498999199199,17.5,3.122498999199199,-0.7806247497997998,-0.625,-0.625,0.7806247497997998,-0.7806247497997998,0.625,0.625,0.7806247497997998
0,20,0.15707963267948966,-0.8313443097393651,3.9126546791997856,18.922422502163393,0.7839653783951683,-0.9781636697999465,-0.2078360774348413,-0.2078360774348413,0.9781636697999465,-0.19599134459879203,0.980605625540848,0.980605625540848,0.19599134459879203
0,20,0.3141592653589793,,,,,,,,,,,,
0,20,0.47123889803846897,,,,,,,,,,,,
0,20,0.6283185307179586,,,,,,,,,,,,
0,20,0.7853981633974483,,,,,,,,,,,,
1,5,-0.7853981633974483,,,,,,,,,,,,
1,5,-0.6283185307179586,,,,,,,,,,,,
1,5,-0.47123889803846897,,,,,,,,,,,,
1,5,-0.3141592653589793,,,,,,,,,,,,
1,5,-0.15707963267948966,,,,,,,,,,,,
1,5,0.0,,,,,,,,,,,,
1,5,0.15707963267948966,,,,,,,,,,,,
1,5,0.3141592653589793,,,,,,,,,,,,
1,5,0.47123889803846897,,,,,,,,,,,,
1,5,0.6283185307179586,,,,,,,,,,,,
1,5,0.7853981633974483,,,,,,,,,,,,
1,6,-0.7853981633974483,,,,,,,,,,,,
1,6,-0.6283185307179586,,,,,,,,,,,,
1,6,-0.47123889803846897,,,,,,,,,,,,
1,6,-0.3141592653589793,,,,,,,,,,,,
1,6,-0.15707963267948966,,,,,,,,,,,,
1,6,0.0,,,,,,,,,,,,
1,6,0.15707963267948966,,,,,,,,,,,,
1,6,0.3141592653589793,,,,,,,,,,,,
1,6,0.47123889803846897,,,,,,,,,,,,
1,6,0.6283185307179586,,,,,,,,,,,,
1,6,0.7853981633974483,,,,,,,,,,,,
1,7,-0.7853981633974483,,,,,,,,,,,,
1,7,-0.6283185307179586,,,,,,,,,,,,
1,7,-0.47123889803846897,,,,,,,,,,,,
1,7,-0.3141592653589793,,,,,,,,,,,,
1,7,-0.15707963267948966,,,,,,,,,,,,
1,7,0.0,,,,,,,,,,,,
1,7,0.15707963267948966,3.9577504049485,0.5798376773977234,11.028003254154696,0.47248476271124507,-0.14495941934943085,0.989437601237125,0.989437601237125,0.14495941934943085,-0.11812119067781131,-0.9929991864613265,-0.9929991864613265,0.11812119067781131
1,7,0.3141592653589793,,,,,,,,,,,,
1,7,0.47123889803846897,,,,,,,,,,,,
1,7,0.6283185307179586,,,,,,,,,,,,
1,7,0.7853981633974483,,,,,,,,,,,,
1,8,-0.7853981633974483,,,,,,,,,,,,
1,8,-0.6283185307179586,,,,,,,,,,,,
1,8,-0.47123889803846897,,,,,,,,,,,,
1,8,-0.3141592653589793,,,,,,,,,,,,
1,8,-0.15707963267948966,3.9991064016342137,0.08454577699833259,11.744178661355084,2.323709837915317,-0.021136444249583147,0.9997766004085534,0.9997766004085534,0.021136444249583147,-0.5809274594788293,-0.8139553346612289,-0.8139553346612289,0.5809274594788293
1,8,0.0,3.7645751311064592,1.3520259177452132,11.76457513110646,2.3520259177452134,-0.3380064794363033,0.9411437827766148,0.9411437827766148,0.3380064794363033,-0.5880064794363035,-0.8088562172233852,-0.8088562172233852,0.5880064794363035
1,8,0.15707963267948966,3.395711116455848,2.1140354806810073,11.453652306257181,1.8502481009542981,-0.5285088701702518,0.848927779113962,0.8489277791139621,0.5285088701702519,-0.46256202523857465,-0.8865869234357049,-0.8865869234357048,0.4625620252385746
1,8,0.3141592653589793,3.184859559726618,2.420055698701576,11.102328684462794,0.8989762599971505,-0.605013924675394,0.7962148899316545,0.7962148899316545,0.605013924675394,-0.22474406499928765,-0.9744178288843016,-0.9744178288843016,0.22474406499928765
1,8,0.47123889803846897,,,,,,,,,,,,
1,8,0.6283185307179586,,,,,,,,,,,,
1,8,0.7853981633974483,,,,,,,,,,,,
1,9,-0.7853981633974483,,,,,,,,,,,,
1,9,-0.6283185307179586,,,,,,,,,,,,
1,9,-0.47123889803846897,,,,,,,,,,,,
1,9,-0.3141592653589793,,,,,,,,,,,,
1,9,-0.15707963267948966,3.911432759766537,0.8370745282381563,12.644193360082546,3.232673054195372,-0.2092686320595391,0.9778581899416343,0.9778581899416343,0.2092686320595391,-0.8081682635488431,-0.5889516599793635,-0.5889516599793635,0.8081682635488431
1,9,0.0,3.4271210980886244,2.0627265885317474,12.427121098088625,3.0627265885317474,-0.5156816471329368,0.8567802745221561,0.8567802745221561,0.5156816471329368,-0.7656816471329368,-0.6432197254778438,-0.6432197254778439,0.765681647132937
1,9,0.15707963267948966,2.789705181294683,2.8666260658581892,11.835334711691154,2.446404221091249,-0.7166565164645473,0.6974262953236707,0.6974262953236708,0.7166565164645474,-0.6116010552728124,-0.7911663220772117,-0.7911663220772117,0.6116010552728124
1,9,0.3141592653589793,2.3790840100065593,3.215580705460696,11.24760965103789,1.385484272381323,-0.803895176365174,0.5947710025016398,0.5947710025016398,0.803895176365174,-0.3463710680953308,-0.9380975872405278,-0.9380975872405279,0.3463710680953308
1,9,0.47123889803846897,,,,,,,,,,,,
1,9,0.6283185307179586,,,,,,,,,,,,
1,9,0.7853981633974483,,,,,,,,,,,,
1,10,-0.7853981633974483,,,,,,,,,,,,
1,10,-0.6283185307179586,,,,,,,,,,,,
1,10,-0.47123889803846897,,,,,,,,,,,,
1,10,-0.3141592653589793,,,,,,,,,,,,
1,10,-0.15707963267948966,3.8239255801576943,1.1737091451529384,13.544374521068839,3.7257421361503846,-0.2934272862882346,0.9559813950394236,0.9559813950394236,0.2934272862882346,-0.9314355340375962,-0.3639063697327902,-0.3639063697327902,0.9314355340375962
1,10,0.0,3.104470524826989,2.5223526241349443,13.10447052482699,3.5223526241349443,-0.6305881560337361,0.7761176312067473,0.7761176312067473,0.6305881560337361,-0.8805881560337363,-0.47388236879325263,-0.47388236879325263,0.8805881560337363
1,10,0.15707963267948966,2.1232247970522584,3.3899729292698484,12.156542668043866,2.8133166194626775,-0.8474932323174621,0.5308061992630646,0.5308061992630646,0.8474932323174621,-0.7033291548656693,-0.7108643329890335,-0.7108643329890335,0.7033291548656693
1,10,0.3141592653589793,1.5008334045132488,3.707762005832787,11.32041556183973,1.5686485783784665,-0.9269405014581967,0.3752083511283122,0.3752083511283122,0.9269405014581967,-0.3921621445946165,-0.9198961095400671,-0.9198961095400671,0.3921621445946165
1,10,0.47123889803846897,1.6359444580735991,3.6501624251666223,11.000000199696824,0.001263951959522558,-0.9125406062916556,0.4089861145183998,0.4089861145183998,0.9125406062916556,-0.0003159879898806395,-0.9999999500757939,-0.9999999500757939,0.0003159879898806395
1,10,0.6283185307179586,,,,,,,,,,,,
1,10,0.7853981633974483,,,,,,,,,,,,
1,11,-0.7853981633974483,,,,,,,,,,,,
1,11,-0.6283185307179586,,,,,,,,,,,,
1,11,-0.47123889803846897,,,,,,,,,,,,
1,11,-0.3141592653589793,,,,,,,,,,,,
1,11,-0.15707963267948966,3.796135770230912,1.2606955278628387,14.504273051737195,3.9691629839005156,-0.31517388196570967,0.949033942557728,0.949033942557728,0.31517388196570967,-0.992290745975129,-0.12393173706570117,-0.12393173706570117,0.992290745975129
1,11,0.0,2.8313702367707396,2.8254809470829576,13.83137023677074,3.8254809470829576,-0.7063702367707394,0.7078425591926849,0.7078425591926849,0.7063702367707394,-0.9563702367707394,-0.2921574408073151,-0.2921574408073151,0.9563702367707394
1,11,0.15707963267948966,1.3642564956222047,3.7601601314508697,12.385262707208952,3.0270693566034677,-0.9400400328627174,0.3410641239055512,0.3410641239055512,0.9400400328627174,-0.7567673391508671,-0.6536843231977623,-0.6536843231977623,0.7567673391508671
1,11,0.3141592653589793,0.5281236823199078,3.9649823929209145,11.298762355941545,1.5168519710916466,-0.9912455982302286,0.13203092057997695,0.13203092057997695,0.9912455982302286,-0.3792129927729117,-0.925309411014614,-0.925309411014614,0.3792129927729117
1,11,0.47123889803846897,,,,,,,,,,,,
1,11,0.6283185307179586,,,,,,,,,,,,
1,11,0.7853981633974483,,,,,,,,,,,,
1,12,-0.7853981633974483,,,,,,,,,,,,
1,12,-0.6283185307179586,,,,,,,,,,,,
1,12,-0.47123889803846897,,,,,,,,,,,,
1,12,-0.3141592653589793,,,,,,,,,,,,
1,12,-0.15707963267948966,3.8462938332627474,1.0981911255355141,15.542119455364169,3.963093046613422,-0.2745477813838786,0.961573458315687,0.961573458315687,0.2745477813838786,-0.9907732616533556,0.13552986384104226,0.13552986384104226,0.9907732616533556
1,12,0.0,2.661895003862225,2.9856850115866753,14.661895003862226,3.9856850115866753,-0.7464212528966688,0.6654737509655563,0.6654737509655563,0.7464212528966688,-0.9964212528966688,-0.08452624903444361,-0.08452624903444361,0.9964212528966688
1,12,0.15707963267948966,0.44584274765198956,3.9750753759351687,12.454537299833873,3.085550136047536,-0.9937688439837923,0.1114606869129974,0.1114606869129974,0.9937688439837923,-0.7713875340118841,-0.6363656750415317,-0.6363656750415317,0.7713875340118842
1,12,0.3141592653589793,-0.5352831695873012,3.964022190699312,11.18641202032949,1.2068747744950965,-0.9910055476748281,-0.13382079239682532,-0.13382079239682532,0.9910055476748281,-0.3017186936237742,-0.9533969949176277,-0.9533969949176277,0.3017186936237742
1,12,0.47123889803846897,,,,,,,,,,,,
1,12,0.6283185307179586,,,,,,,,,,,,
1,12,0.7853981633974483,,,,,,,,,,,,
1,13,-0.7853981633974483,,,,,,,,,,,,
1,13,-0.6283185307179586,,,,,,,,,,,,
1,13,-0.47123889803846897,,,,,,,,,,,,
1,13,-0.3141592653589793,,,,,,,,,,,,
1,13,-0.15707963267948966,3.9500964875662383,0.6298712081980455,16.6336104502628,3.6512075943161846,-0.1574678020495114,0.9875241218915597,0.9875241218915597,0.1574678020495114,-0.9128018985790459,0.4084026125657,0.4084026125657,0.9128018985790459
